####
##
# TEST DATA.
#
# Each line should have 3 tab-delimited values:
#	1. a test phrase,
#	2. the NER tag value to look for,
#	3. whether or not the test SHOULD discover ther NER tag value by examining the phrase.
#
# Comments are permitted by using the "#" character.
# If the "#" is found anywhere in the line, the line will be skipped.
# IOW, you cannot place a comment at the end of a data line.
##
####

# 123456789-123456	ncdcr.gov/PII.bank_account_number	TRUE
# 123456789 123456	ncdcr.gov/PII.bank_account_number	TRUE
# 1234-5678-9-123456	ncdcr.gov/PII.bank_account_number	TRUE
# 1234-5678-9 123456	ncdcr.gov/PII.bank_account_number	TRUE
# 223456789 123456	ncdcr.gov/PII.bank_account_number	TRUE
# 223456789-123456	ncdcr.gov/PII.bank_account_number	TRUE
# 223456789 12345678910131517	ncdcr.gov/PII.bank_account_number	TRUE

# 123456789123456	ncdcr.gov/PII.bank_account_number	FALSE
# 12345678 9-123456	ncdcr.gov/PII.bank_account_number	FALSE
# 12345678 9 123456	ncdcr.gov/PII.bank_account_number	FALSE
# 223456789 123456789101315171921	ncdcr.gov/PII.bank_account_number	FALSE
# 133456789-123456	ncdcr.gov/PII.bank_account_number	FALSE
# 1234_5678-9-123456	ncdcr.gov/PII.bank_account_number	FALSE

12345678	ncdcr.gov/PII.beacon_id	TRUE

12345678 123	ncdcr.gov/PII.beacon_id	TRUE
123456	ncdcr.gov/PII.beacon_id	FALSE
1 234567	ncdcr.gov/PII.beacon_id	FALSE
123456789	ncdcr.gov/PII.beacon_id	FALSE

# 1234-1234-1234-1234	ncdcr.gov/PII.credit_card_number	TRUE
# 1234 1234 1234 1234	ncdcr.gov/PII.credit_card_number	TRUE
# 4465-1234 5467-2341	ncdcr.gov/PII.credit_card_number	TRUE

# 1234123412341234	ncdcr.gov/PII.credit_card_number	FALSE
# 1234 1234 1234 12345	ncdcr.gov/PII.credit_card_number	FALSE

# single@foo.com	ncdcr.gov/PII.email_address	TRUE
# dot.ted@foo.edu	ncdcr.gov/PII.email_address	TRUE
# dot.ted@dot.ted.gov	ncdcr.gov/PII.email_address	TRUE
# d.ot.ted@ws.ws	ncdcr.gov/PII.email_address	TRUE
# ip.address@[127.0.0.1]	ncdcr.gov/PII.email_address	TRUE
# UPPER@CASE.FOO	ncdcr.gov/PII.email_address	TRUE
# cAsE@inSeNsItIvE.cO.uK	ncdcr.gov/PII.email_address	TRUE
# .startsWithDot@foo.com	ncdcr.gov/PII.email_address	TRUE
# dot..@dot.com	ncdcr.gov/PII.email_address	TRUE
# 100_total_length___________________________________________________________________________@foo.com	ncdcr.gov/PII.email_address	TRUE
# <nitin.a.arora@ncdcr.gov>	ncdcr.gov/PII.email_address	TRUE
# "nitin.a.arora@ncdcr.gov"	ncdcr.gov/PII.email_address	TRUE
# 'nitin.a.arora@ncdcr.gov'	ncdcr.gov/PII.email_address	TRUE
# nitin.a.arora@ncdcr.gov	ncdcr.gov/PII.email_address	TRUE
# {nitin.a.arora@ncdcr.gov}	ncdcr.gov/PII.email_address	TRUE
# [nitin.a.arora@ncdcr.gov]	ncdcr.gov/PII.email_address	TRUE
# foo@test.1	ncdcr.gov/PII.email_address	TRUE
# foo@foo.com	ncdcr.gov/PII.email_address	TRUE
# a@foo.co.es	ncdcr.gov/PII.email_address	TRUE
# long@doma.iXXX	ncdcr.gov/PII.email_address	TRUE

# "quoted"@quote.org	ncdcr.gov/PII.email_address	FALSE
# Arora, Nitin <nitin.a.arora@ncdcr.gov>	ncdcr.gov/PII.email_address	FALSE
# Arora, Nitin "nitin.a.arora@ncdcr.gov"	ncdcr.gov/PII.email_address	FALSE
# Arora, Nitin 'nitin.a.arora@ncdcr.gov'	ncdcr.gov/PII.email_address	FALSE
# Arora, Nitin (nitin.a.arora@ncdcr.gov)	ncdcr.gov/PII.email_address	FALSE
# Arora, Nitin {nitin.a.arora@ncdcr.gov}	ncdcr.gov/PII.email_address	FALSE
# Arora, Nitin [nitin.a.arora@ncdcr.gov]	ncdcr.gov/PII.email_address	FALSE
# (comment)foo@foo.com	ncdcr.gov/PII.email_address	FALSE
# mañaña@foo.co.es	ncdcr.gov/PII.email_address	FALSE
# illegalDomain@fo.o	ncdcr.gov/PII.email_address	FALSE
# dot.ted(comment)@foo.com	ncdcr.gov/PII.email_address	FALSE
# long@doma.iXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXin	ncdcr.gov/PII.email_address	FALSE

# 12-1234567	ncdcr.gov/PII.employee_identification_number	TRUE
# 12-1234567A	ncdcr.gov/PII.employee_identification_number	TRUE
# 12-1234567001	ncdcr.gov/PII.employee_identification_number	TRUE

# 12-1234567 A	ncdcr.gov/PII.employee_identification_number	FALSE
# 12-1234567001A	ncdcr.gov/PII.employee_identification_number	FALSE

# K00-00-0000	ks.gov/PII.ks_drivers_license_number	TRUE
# K12-34-5678	ks.gov/PII.ks_drivers_license_number	TRUE
# K98-76-5432	ks.gov/PII.ks_drivers_license_number	TRUE
# K00000000	ks.gov/PII.ks_drivers_license_number	TRUE
# K12345678	ks.gov/PII.ks_drivers_license_number	TRUE
# K98765432	ks.gov/PII.ks_drivers_license_number	TRUE

# K00-0-000	ks.gov/PII.ks_drivers_license_number	FALSE
# K000000	ks.gov/PII.ks_drivers_license_number	FALSE
# K1234	ks.gov/PII.ks_drivers_license_number	FALSE
# M00-00-0000	ks.gov/PII.ks_drivers_license_number	FALSE
# M00000000	ks.gov/PII.ks_drivers_license_number	FALSE

# xxxx-xxxx-xxxx	ks.gov/PII.ks_Tax_Clearance_Certificate	TRUE
# X1X1-X1X1-X1X1	ks.gov/PII.ks_Tax_Clearance_Certificate	TRUE
# AS12-DF34-GH56	ks.gov/PII.ks_Tax_Clearance_Certificate	TRUE
# 123L-456K-789J	ks.gov/PII.ks_Tax_Clearance_Certificate	TRUE
# POI1-UYT2-REW3	ks.gov/PII.ks_Tax_Clearance_Certificate	TRUE
# 1234-5678-9012	ks.gov/PII.ks_Tax_Clearance_Certificate	TRUE

# Asdf1234jklh	ks.gov/PII.ks_Tax_Clearance_Certificate	FALSE
# Xxxxxxxxxxxx	ks.gov/PII.ks_Tax_Clearance_Certificate	FALSE
# 123456789123	ks.gov/PII.ks_Tax_Clearance_Certificate	FALSE

# 000012345678	ncdcr.gov/PII.nc_drivers_license_number	TRUE

# 123456789112	ncdcr.gov/PII.nc_drivers_license_number	FALSE
# 012345678911 123456789112	ncdcr.gov/PII.nc_drivers_license_number	FALSE
# 12345678911 2	ncdcr.gov/PII.nc_drivers_license_number	FALSE
# 12345678911	ncdcr.gov/PII.nc_drivers_license_number	FALSE
# a123456789112	ncdcr.gov/PII.nc_drivers_license_number	FALSE
# 123456789112a	ncdcr.gov/PII.nc_drivers_license_number	FALSE

# 462329510	ncdcr.gov/PII.passport_number	TRUE
# 925919782	ncdcr.gov/PII.passport_number	TRUE
# 092357332	ncdcr.gov/PII.passport_number	TRUE
# a1234567	ncdcr.gov/PII.passport_number	TRUE
# A1234567	ncdcr.gov/PII.passport_number	TRUE

# 1234567	ncdcr.gov/PII.passport_number	FALSE
# z12345678	ncdcr.gov/PII.passport_number	FALSE

# DEduCtible	ncdcr.gov/PII.personal_health_information	TRUE
# DIAGNOSiS	ncdcr.gov/PII.personal_health_information	TRUE
# fMla	ncdcr.gov/PII.personal_health_information	TRUE
# HeaLth COnDiTiON	ncdcr.gov/PII.personal_health_information	TRUE
# HeALtH InSURaNce	ncdcr.gov/PII.personal_health_information	TRUE
# HEALTH isSues	ncdcr.gov/PII.personal_health_information	TRUE
# health PrObleMS	ncdcr.gov/PII.personal_health_information	TRUE
# hIPpa	ncdcr.gov/PII.personal_health_information	TRUE
# mediCal LeAVe	ncdcr.gov/PII.personal_health_information	TRUE
# meDICAL recOrDs	ncdcr.gov/PII.personal_health_information	TRUE
# PAtieNT	ncdcr.gov/PII.personal_health_information	TRUE
# PHi	ncdcr.gov/PII.personal_health_information	TRUE
# poLiCY NuMber	ncdcr.gov/PII.personal_health_information	TRUE


# BEtwEen us	ncdcr.gov/PII.sensitive_document	TRUE
# cLASSIFIeD	ncdcr.gov/PII.sensitive_document	TRUE
# cOnfIdeNtiAL	ncdcr.gov/PII.sensitive_document	TRUE
# dIsCrETE	ncdcr.gov/PII.sensitive_document	TRUE
# eYEs ONlY	ncdcr.gov/PII.sensitive_document	TRUE
# EYeS-onLY	ncdcr.gov/PII.sensitive_document	TRUE
# HUSHed	ncdcr.gov/PII.sensitive_document	TRUE
# Hush hush	ncdcr.gov/PII.sensitive_document	TRUE
# huSh-Hush	ncdcr.gov/PII.sensitive_document	TRUE
# IN cONfidencE	ncdcr.gov/PII.sensitive_document	TRUE
# inTeLLigeNCE	ncdcr.gov/PII.sensitive_document	TRUE
# LEgal DiScLAimeR	ncdcr.gov/PII.sensitive_document	TRUE
# NDA	ncdcr.gov/PII.sensitive_document	TRUE
# non DiSCLoSure	ncdcr.gov/PII.sensitive_document	TRUE
# Non-dISCLOSURE	ncdcr.gov/PII.sensitive_document	TRUE
# NOt For pubLicAtIoN	ncdcr.gov/PII.sensitive_document	TRUE
# nOt PUBliC	ncdcr.gov/PII.sensitive_document	TRUE
# not tO bE quOtED	ncdcr.gov/PII.sensitive_document	TRUE
# off tHE rEcORD	ncdcr.gov/PII.sensitive_document	TRUE
# oFF-tHe-REcORd	ncdcr.gov/PII.sensitive_document	TRUE
# pRivaTE	ncdcr.gov/PII.sensitive_document	TRUE
# rESTRICtEd	ncdcr.gov/PII.sensitive_document	TRUE
# secret	ncdcr.gov/PII.sensitive_document	TRUE
# SEnSItive	ncdcr.gov/PII.sensitive_document	TRUE
# sTrIcTLy pRohiBited	ncdcr.gov/PII.sensitive_document	TRUE
# TOP secRet	ncdcr.gov/PII.sensitive_document	TRUE
# UNDEr tHE tabLE	ncdcr.gov/PII.sensitive_document	TRUE
# UnDER-ThE-tAblE	ncdcr.gov/PII.sensitive_document	TRUE
# UndEr WRaPs	ncdcr.gov/PII.sensitive_document	TRUE


# 700-99-0513	ncdcr.gov/PII.social_security_number	TRUE
# 714 89 6228	ncdcr.gov/PII.social_security_number	TRUE
# 376 87 1396	ncdcr.gov/PII.social_security_number	TRUE
# 489 71 7878	ncdcr.gov/PII.social_security_number	TRUE
# 730 04 7552	ncdcr.gov/PII.social_security_number	TRUE
# 738-75-2148	ncdcr.gov/PII.social_security_number	TRUE
# 853-06-5240	ncdcr.gov/PII.social_security_number	TRUE
# 097 80 9084	ncdcr.gov/PII.social_security_number	TRUE
# 155 21 7104	ncdcr.gov/PII.social_security_number	TRUE
# 319-51-6119	ncdcr.gov/PII.social_security_number	TRUE
# 996 36 8070	ncdcr.gov/PII.social_security_number	TRUE
# 944 39 5643	ncdcr.gov/PII.social_security_number	TRUE
# 907 85 6893	ncdcr.gov/PII.social_security_number	TRUE
# 433-91-9072	ncdcr.gov/PII.social_security_number	TRUE

# 959714676	ncdcr.gov/PII.social_security_number	FALSE
# 535234337	ncdcr.gov/PII.social_security_number	FALSE
# 433924327	ncdcr.gov/PII.social_security_number	FALSE
# 162310293	ncdcr.gov/PII.social_security_number	FALSE
# 364645920	ncdcr.gov/PII.social_security_number	FALSE
# 915422666	ncdcr.gov/PII.social_security_number	FALSE

